patch_id,path,image_id,x1,y1,x2,y2,label,coverage,track_ratio
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0194,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0194.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,256,384,320,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0195,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0195.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,288,384,352,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0196,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0196.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,320,384,384,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0197,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0197.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,352,384,416,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0198,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0198.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,384,384,448,448,Low,1.0,0.997802734375
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0199,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0199.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,416,384,480,448,Low,1.0,0.95654296875
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0200,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0200.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,448,384,512,448,Low,1.0,0.948974609375
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0201,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0201.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,480,384,544,448,Low,1.0,0.916259765625
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0202,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0202.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,512,384,576,448,Low,1.0,0.8515625
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0203,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0203.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,544,384,608,448,Low,1.0,0.919189453125
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0204,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0204.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,576,384,640,448,Low,1.0,0.99365234375
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0205,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0205.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,608,384,672,448,Low,1.0,0.986572265625
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0206,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0206.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,640,384,704,448,Low,1.0,0.986572265625
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0207,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0207.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,672,384,736,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0208,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0208.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,704,384,768,448,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0209,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0209.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,736,384,800,448,Low,1.0,0.993896484375
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0210,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0210.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,768,384,832,448,Low,1.0,0.87060546875
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0211,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0211.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,800,384,864,448,Low,0.796875,0.876708984375
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0212,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0212.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,0,416,64,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0213,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0213.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,32,416,96,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0214,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0214.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,64,416,128,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0215,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0215.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,96,416,160,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0216,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0216.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,128,416,192,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0217,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0217.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,160,416,224,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0218,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0218.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,192,416,256,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0219,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0219.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,224,416,288,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0220,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0220.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,256,416,320,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0221,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0221.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,288,416,352,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0222,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0222.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,320,416,384,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0223,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0223.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,352,416,416,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0224,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0224.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,384,416,448,480,Low,1.0,0.998779296875
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0225,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0225.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,416,416,480,480,Low,1.0,0.959716796875
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0226,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0226.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,448,416,512,480,Low,1.0,0.954345703125
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0227,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0227.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,480,416,544,480,Low,1.0,0.94873046875
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0228,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0228.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,512,416,576,480,Low,1.0,0.90966796875
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0229,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0229.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,544,416,608,480,Low,1.0,0.953125
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0230,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0230.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,576,416,640,480,Low,1.0,0.981201171875
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0231,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0231.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,608,416,672,480,Low,1.0,0.971435546875
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0232,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0232.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,640,416,704,480,Low,1.0,0.989013671875
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0233,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0233.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,672,416,736,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0234,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0234.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,704,416,768,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0235,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0235.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,736,416,800,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0236,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0236.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,768,416,832,480,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0237,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented_patch_0237.jpg,WhatsApp Image 2025-11-15 at 22.30.58_060e2f6a_color_segmented,800,416,864,480,Low,0.796875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0000,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0000.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,0,128,64,192,Low,0.734375,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0001,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0001.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,32,128,96,192,Low,0.734375,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0002,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0002.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,64,128,128,192,Low,0.734375,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0003,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0003.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,96,128,160,192,Low,0.734375,0.960693359375
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0004,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0004.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,128,128,192,192,Low,0.734375,0.8505859375
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0005,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0005.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,160,128,224,192,Low,0.734375,0.834228515625
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0006,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0006.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,192,128,256,192,Low,0.734375,0.943603515625
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0007,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0007.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,224,128,288,192,Low,0.677001953125,0.999267578125
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0008,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0008.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,0,160,64,224,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0009,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0009.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,32,160,96,224,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0010,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0010.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,64,160,128,224,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0011,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0011.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,96,160,160,224,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0012,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0012.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,128,160,192,224,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0013,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0013.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,160,160,224,224,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0014,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0014.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,192,160,256,224,Low,1.0,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0015,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0015.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,224,160,288,224,Low,0.921875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0016,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0016.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,256,160,320,224,Low,0.421875,0.999267578125
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0017,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0017.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,0,192,64,256,Low,0.6875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0018,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0018.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,32,192,96,256,Low,0.6875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0019,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0019.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,64,192,128,256,Low,0.6875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0020,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0020.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,96,192,160,256,Low,0.6875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0021,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0021.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,128,192,192,256,Low,0.6875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0022,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0022.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,160,192,224,256,Low,0.6875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0023,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0023.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,192,192,256,256,Low,0.6875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0024,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0024.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,224,192,288,256,Low,0.6337890625,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0025,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0025.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,256,192,320,256,Medium,0.592041015625,0.999755859375
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0026,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0026.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,416,192,480,256,Low,0.421875,0.99365234375
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0027,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0027.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,448,192,512,256,Low,0.421875,0.9970703125
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0028,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0028.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,480,192,544,256,Low,0.421875,0.998046875
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0029,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0029.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,512,192,576,256,Low,0.421875,0.9990234375
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0030,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0030.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,544,192,608,256,Low,0.421875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0031,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0031.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,576,192,640,256,Low,0.421875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0032,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0032.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,608,192,672,256,Low,0.421875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0033,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0033.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,640,192,704,256,Low,0.421875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0034,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0034.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,672,192,736,256,Low,0.421875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0035,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0035.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,704,192,768,256,Low,0.421875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0036,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0036.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,736,192,800,256,Low,0.421875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0037,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0037.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,0,224,64,288,Medium,0.65625,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0038,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0038.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,32,224,96,288,Medium,0.65625,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0039,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0039.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,64,224,128,288,Medium,0.65625,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0040,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0040.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,96,224,160,288,Medium,0.65625,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0041,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0041.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,128,224,192,288,Medium,0.65625,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0042,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0042.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,160,224,224,288,Medium,0.65625,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0043,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0043.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,192,224,256,288,Medium,0.65625,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0044,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0044.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,224,224,288,288,Medium,0.76904296875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0045,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0045.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,256,224,320,288,Medium,0.9013671875,1.0
WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0046,data/patches/images/WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented_patch_0046.jpg,WhatsApp Image 2025-11-15 at 22.30.59_d22966fa_color_segmented,288,224,352,288,Medium,0.81982421875,1.0
